experiment_folder,experiment_title,base_matcher,matcher,modality,dataset,dataset_file,config_file,summary_file,ranking_strategy,shortlist_k,shortlist_matcher,probes_per_identity,gallery_samples_per_identity,num_probes,num_valid_ranks,rank_1_accuracy,rank_5_accuracy,rank_10_accuracy,rank_15_accuracy,mean_average_precision,mean_rank,median_rank,std_rank
face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml,Identification test experiment face multipie 50 identities 1 probe 3 gallery masked all matchers cached cascade,loftr,loftr,face,multipie,bioverify/data/identification/identification_face_multipie_50_1_3_a050_051.csv,results\identification\face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.56,0.62,0.62,0.62,0.5957173210654553,13.42,1.0,16.699808382134208
face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml,Identification test experiment face multipie 50 identities 1 probe 3 gallery masked all matchers cached cascade,orb,orb-fingervein,face,multipie,bioverify/data/identification/identification_face_multipie_50_1_3_a050_051.csv,results\identification\face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.46,0.54,0.62,0.64,0.5180419699360715,13.28,2.5,15.812703753627966
face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml,Identification test experiment face multipie 50 identities 1 probe 3 gallery masked all matchers cached cascade,sift,sift-fingervein,face,multipie,bioverify/data/identification/identification_face_multipie_50_1_3_a050_051.csv,results\identification\face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.42,0.56,0.58,0.58,0.48605717626297695,14.44,3.0,16.245811767960383
face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml,Identification test experiment face multipie 50 identities 1 probe 3 gallery masked all matchers cached cascade,superglue,superglue-fingervein,face,multipie,bioverify/data/identification/identification_face_multipie_50_1_3_a050_051.csv,results\identification\face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.46,0.6,0.62,0.62,0.5290173210654553,13.7,2.0,16.543578814754685
face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml,Identification test experiment face multipie 50 identities 1 probe 3 gallery masked all matchers cached cascade,sgmnet,sgmnet-fingervein,face,multipie,bioverify/data/identification/identification_face_multipie_50_1_3_a050_051.csv,results\identification\face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.5,0.56,0.58,0.62,0.540835502883637,13.98,1.5,16.450519748628004
face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml,Identification test experiment face multipie 50 identities 1 probe 3 gallery masked all matchers cached cascade,aspanformer,aspanformer,face,multipie,bioverify/data/identification/identification_face_multipie_50_1_3_a050_051.csv,results\identification\face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.18,0.42,0.54,0.62,0.3098282878764221,15.46,8.0,15.527021607507345
face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml,Identification test experiment face multipie 50 identities 1 probe 3 gallery masked all matchers cached cascade,deepdetect,deepdetect,face,multipie,bioverify/data/identification/identification_face_multipie_50_1_3_a050_051.csv,results\identification\face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\face_multipie_50_1_3_a50_51_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.44,0.56,0.6,0.62,0.5024685285840358,13.84,3.0,16.233742636865966
finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml,Identification test experiment finger eemscdbm 50 identities 1 probe 3 gallery masked all matchers cached cascade,loftr,loftr,fingervein,eemscdbm,bioverify/data/identification/identification_finger_eemscdbm_50_1_3_f1.csv,results\identification\finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.02,0.22,0.3,0.8,0.14281506964509386,13.9,13.0,9.274157643689264
finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml,Identification test experiment finger eemscdbm 50 identities 1 probe 3 gallery masked all matchers cached cascade,orb,orb-fingervein,fingervein,eemscdbm,bioverify/data/identification/identification_finger_eemscdbm_50_1_3_f1.csv,results\identification\finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.74,0.8,0.8,0.82,0.7779957861295188,6.52,1.0,11.524304751263738
finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml,Identification test experiment finger eemscdbm 50 identities 1 probe 3 gallery masked all matchers cached cascade,sift,sift-fingervein,fingervein,eemscdbm,bioverify/data/identification/identification_finger_eemscdbm_50_1_3_f1.csv,results\identification\finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.5,0.68,0.78,0.82,0.57869671577674,7.84,1.5,11.193498112743844
finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml,Identification test experiment finger eemscdbm 50 identities 1 probe 3 gallery masked all matchers cached cascade,superglue,superglue-fingervein,fingervein,eemscdbm,bioverify/data/identification/identification_finger_eemscdbm_50_1_3_f1.csv,results\identification\finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.2,0.54,0.76,0.8,0.36895609528611956,9.28,4.5,10.824121211442526
finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml,Identification test experiment finger eemscdbm 50 identities 1 probe 3 gallery masked all matchers cached cascade,sgmnet,sgmnet-fingervein,fingervein,eemscdbm,bioverify/data/identification/identification_finger_eemscdbm_50_1_3_f1.csv,results\identification\finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.24,0.54,0.7,0.8,0.3902959221259464,9.5,4.5,10.974971526158964
finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml,Identification test experiment finger eemscdbm 50 identities 1 probe 3 gallery masked all matchers cached cascade,aspanformer,aspanformer,fingervein,eemscdbm,bioverify/data/identification/identification_finger_eemscdbm_50_1_3_f1.csv,results\identification\finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.0,0.04,0.06,0.8,0.07858418941421365,16.66,15.0,7.492956692788234
finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml,Identification test experiment finger eemscdbm 50 identities 1 probe 3 gallery masked all matchers cached cascade,deepdetect,deepdetect,fingervein,eemscdbm,bioverify/data/identification/identification_finger_eemscdbm_50_1_3_f1.csv,results\identification\finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_eemscdbm_50_1_3_f1_all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.54,0.76,0.78,0.8,0.6395347388647631,7.3,1.0,11.468652928744508
finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml,Identification test experiment finger eemscdbm 50 identities 1 probe 3 gallery masked all matchers cached cascade,loftr,loftr,fingervein,eemscdbm,bioverify/data/identification/identification_finger_eemscdbm_50_1_3_f3.csv,results\identification\finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.08,0.16,0.28,0.9,0.17692008501621126,12.58,13.0,7.707373093343802
finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml,Identification test experiment finger eemscdbm 50 identities 1 probe 3 gallery masked all matchers cached cascade,orb,orb-fingervein,fingervein,eemscdbm,bioverify/data/identification/identification_finger_eemscdbm_50_1_3_f3.csv,results\identification\finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.9,0.9,0.9,0.9,0.9040264051666491,3.76,1.0,8.846603868151892
finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml,Identification test experiment finger eemscdbm 50 identities 1 probe 3 gallery masked all matchers cached cascade,sift,sift-fingervein,fingervein,eemscdbm,bioverify/data/identification/identification_finger_eemscdbm_50_1_3_f3.csv,results\identification\finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.38,0.78,0.88,0.9,0.5455245634411231,5.66,2.0,8.990239151435295
finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml,Identification test experiment finger eemscdbm 50 identities 1 probe 3 gallery masked all matchers cached cascade,superglue,superglue-fingervein,fingervein,eemscdbm,bioverify/data/identification/identification_finger_eemscdbm_50_1_3_f3.csv,results\identification\finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.34,0.72,0.88,0.9,0.5045123359025798,5.9,3.0,8.913472948295743
finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml,Identification test experiment finger eemscdbm 50 identities 1 probe 3 gallery masked all matchers cached cascade,sgmnet,sgmnet-fingervein,fingervein,eemscdbm,bioverify/data/identification/identification_finger_eemscdbm_50_1_3_f3.csv,results\identification\finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.44,0.6,0.78,0.9,0.5453378692281131,6.86,2.0,9.31881966774763
finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml,Identification test experiment finger eemscdbm 50 identities 1 probe 3 gallery masked all matchers cached cascade,aspanformer,aspanformer,fingervein,eemscdbm,bioverify/data/identification/identification_finger_eemscdbm_50_1_3_f3.csv,results\identification\finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.0,0.04,0.06,0.9,0.07480619890232516,15.62,15.0,5.935958220877232
finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml,Identification test experiment finger eemscdbm 50 identities 1 probe 3 gallery masked all matchers cached cascade,deepdetect,deepdetect,fingervein,eemscdbm,bioverify/data/identification/identification_finger_eemscdbm_50_1_3_f3.csv,results\identification\finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_eemscdbm_50_1_3_f3_all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.62,0.82,0.9,0.9,0.7149013612916052,4.76,1.0,9.153272638788817
finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml,Identification test experiment finger fvusm 50 identities 1 probe 3 gallery masked all matchers cached cascade,loftr,loftr,fingervein,fvusm,bioverify/data/identification/identification_finger_fvusm_50_1_3_right_middle.csv,results\identification\finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.7,0.7,0.7,0.7,0.7107713698639432,10.1,1.0,14.953594885511642
finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml,Identification test experiment finger fvusm 50 identities 1 probe 3 gallery masked all matchers cached cascade,orb,orb-fingervein,fingervein,fvusm,bioverify/data/identification/identification_finger_fvusm_50_1_3_right_middle.csv,results\identification\finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.4,0.62,0.7,0.72,0.5163599662176473,10.52,2.0,13.849534288199008
finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml,Identification test experiment finger fvusm 50 identities 1 probe 3 gallery masked all matchers cached cascade,sift,sift-fingervein,fingervein,fvusm,bioverify/data/identification/identification_finger_fvusm_50_1_3_right_middle.csv,results\identification\finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.2,0.6,0.66,0.74,0.3790938659649623,11.42,3.5,13.86086577382524
finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml,Identification test experiment finger fvusm 50 identities 1 probe 3 gallery masked all matchers cached cascade,superglue,superglue-fingervein,fingervein,fvusm,bioverify/data/identification/identification_finger_fvusm_50_1_3_right_middle.csv,results\identification\finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.38,0.68,0.7,0.72,0.5079378462436328,10.5,2.5,14.277604841148952
finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml,Identification test experiment finger fvusm 50 identities 1 probe 3 gallery masked all matchers cached cascade,sgmnet,sgmnet-fingervein,fingervein,fvusm,bioverify/data/identification/identification_finger_fvusm_50_1_3_right_middle.csv,results\identification\finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.16,0.34,0.5,0.7,0.26684424143681484,14.3,10.5,13.19128500184876
finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml,Identification test experiment finger fvusm 50 identities 1 probe 3 gallery masked all matchers cached cascade,aspanformer,aspanformer,fingervein,fvusm,bioverify/data/identification/identification_finger_fvusm_50_1_3_right_middle.csv,results\identification\finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.52,0.68,0.7,0.72,0.5860497026422761,10.46,1.0,14.631759976161446
finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml,Identification test experiment finger fvusm 50 identities 1 probe 3 gallery masked all matchers cached cascade,deepdetect,deepdetect,fingervein,fvusm,bioverify/data/identification/identification_finger_fvusm_50_1_3_right_middle.csv,results\identification\finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_fvusm_50_1_3_right_middle_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.2,0.42,0.62,0.7,0.33562937207678417,12.46,6.5,13.610598811220614
finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml,Identification test experiment finger mmcbnu 50 identities 1 probe 3 gallery masked all matchers cached cascade,loftr,loftr,fingervein,mmcbnu,bioverify/data/identification/identification_finger_mmcbnu_50_1_3_left_index.csv,results\identification\finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.58,0.62,0.62,0.62,0.6126945045377005,13.62,1.0,17.422847069293812
finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml,Identification test experiment finger mmcbnu 50 identities 1 probe 3 gallery masked all matchers cached cascade,orb,orb-fingervein,fingervein,mmcbnu,bioverify/data/identification/identification_finger_mmcbnu_50_1_3_left_index.csv,results\identification\finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.36,0.54,0.6,0.64,0.4446043737515758,14.44,4.5,16.592962363604638
finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml,Identification test experiment finger mmcbnu 50 identities 1 probe 3 gallery masked all matchers cached cascade,sift,sift-fingervein,fingervein,mmcbnu,bioverify/data/identification/identification_finger_mmcbnu_50_1_3_left_index.csv,results\identification\finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.26,0.56,0.62,0.66,0.40193386420408744,14.18,3.5,16.626111992886372
finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml,Identification test experiment finger mmcbnu 50 identities 1 probe 3 gallery masked all matchers cached cascade,superglue,superglue-fingervein,fingervein,mmcbnu,bioverify/data/identification/identification_finger_mmcbnu_50_1_3_left_index.csv,results\identification\finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.6,0.64,0.64,0.68,0.6285078659473579,11.52,1.0,15.744510154336337
finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml,Identification test experiment finger mmcbnu 50 identities 1 probe 3 gallery masked all matchers cached cascade,sgmnet,sgmnet-fingervein,fingervein,mmcbnu,bioverify/data/identification/identification_finger_mmcbnu_50_1_3_left_index.csv,results\identification\finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.04,0.3,0.48,0.62,0.16938153972473569,17.1,11.0,15.273833834371775
finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml,Identification test experiment finger mmcbnu 50 identities 1 probe 3 gallery masked all matchers cached cascade,aspanformer,aspanformer,fingervein,mmcbnu,bioverify/data/identification/identification_finger_mmcbnu_50_1_3_left_index.csv,results\identification\finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.46,0.62,0.66,0.66,0.5441755522311105,13.02,2.0,16.87067277852309
finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml,Identification test experiment finger mmcbnu 50 identities 1 probe 3 gallery masked all matchers cached cascade,deepdetect,deepdetect,fingervein,mmcbnu,bioverify/data/identification/identification_finger_mmcbnu_50_1_3_left_index.csv,results\identification\finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_mmcbnu_50_1_3_left_index_masked__all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,3,50,50,0.14,0.44,0.56,0.62,0.27336039322990496,15.74,7.5,16.104421753046584
finger_thufvfdt_50_1_1_dorsal_all_matchers_cached_cascade.yaml,Identification test experiment finger thufvfdt 50 identities 1 probe 1 gallery masked all matchers cached cascade,loftr,loftr,fingervein,thufvfdt,bioverify/data/identification/identification_finger_thufvfdt_50_1_1_dorsal.csv,results\identification\finger_thufvfdt_50_1_1_dorsal_all_matchers_cached_cascade.yaml\config.yaml,results\identification\finger_thufvfdt_50_1_1_dorsal_all_matchers_cached_cascade.yaml\summary.json,cascade,15,sift-fingervein,1,1,50,50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
