experiment_folder,experiment_title,base_matcher,matcher,modality,dataset,dataset_file,config_file,summary_file,threshold_analysis_file,eer,accuracy,precision,recall,roc_auc,tar,far,frr,trr,num_pairs,num_genuine,num_impostor,avg_inlier_ratio
face_multipie_500_nc_masked_all_matchers_fingervein,All matchers 500 faces Multi-PIE with masking and matched side and palmar/dorsal,deepdetect,deepdetect,face,multipie,bioverify/data/pairs/pairs_face_multipie_500_nc.csv,bioverify/results/face_multipie_500_nc_masked_all_matchers_fingervein/config.yaml,bioverify/results/face_multipie_500_nc_masked_all_matchers_fingervein/summary.json,bioverify/results/face_multipie_500_nc_masked_all_matchers_fingervein/evaluation/deepdetect_threshold_analysis.json,0.404,0.596,0.616504854368932,0.508,0.6112,0.508,0.316,0.492,0.684,500,250,250,0.2733980608447012
face_multipie_500_nc_nomask_all_matchers,All matchers 500 faces Multi-PIE with no masking and matched side and palmar/dorsal,loftr,loftr,face,multipie,bioverify/data/pairs/pairs_face_multipie_500_nc.csv,bioverify/results/face_multipie_500_nc_nomask_all_matchers/config.yaml,bioverify/results/face_multipie_500_nc_nomask_all_matchers/summary.json,bioverify/results/face_multipie_500_nc_nomask_all_matchers/evaluation/loftr_threshold_analysis.json,0.384,0.548,0.7222222222222222,0.156,0.6404320000000001,0.156,0.06,0.844,0.94,500,250,250,0.1824225839070989
face_multipie_500_nc_nomask_all_matchers,All matchers 500 faces Multi-PIE with no masking and matched side and palmar/dorsal,orb,orb,face,multipie,bioverify/data/pairs/pairs_face_multipie_500_nc.csv,bioverify/results/face_multipie_500_nc_nomask_all_matchers/config.yaml,bioverify/results/face_multipie_500_nc_nomask_all_matchers/summary.json,bioverify/results/face_multipie_500_nc_nomask_all_matchers/evaluation/orb_threshold_analysis.json,0.45599999999999996,0.524,0.7307692307692307,0.076,0.5449999999999999,0.076,0.028,0.924,0.972,500,250,250,0.05563522933243065
face_multipie_500_nc_nomask_all_matchers,All matchers 500 faces Multi-PIE with no masking and matched side and palmar/dorsal,sift,sift,face,multipie,bioverify/data/pairs/pairs_face_multipie_500_nc.csv,bioverify/results/face_multipie_500_nc_nomask_all_matchers/config.yaml,bioverify/results/face_multipie_500_nc_nomask_all_matchers/summary.json,bioverify/results/face_multipie_500_nc_nomask_all_matchers/evaluation/sift_threshold_analysis.json,0.47200000000000003,0.528,0.75,0.084,0.5280640000000001,0.084,0.028,0.916,0.972,500,250,250,0.038053614352490585
face_multipie_500_nc_nomask_all_matchers,All matchers 500 faces Multi-PIE with no masking and matched side and palmar/dorsal,superglue,superglue,face,multipie,bioverify/data/pairs/pairs_face_multipie_500_nc.csv,bioverify/results/face_multipie_500_nc_nomask_all_matchers/config.yaml,bioverify/results/face_multipie_500_nc_nomask_all_matchers/summary.json,bioverify/results/face_multipie_500_nc_nomask_all_matchers/evaluation/superglue_threshold_analysis.json,0.344,0.512,0.575,0.092,0.6472479999999999,0.092,0.068,0.908,0.932,500,250,250,0.15674943492828952
face_multipie_500_nc_nomask_all_matchers,All matchers 500 faces Multi-PIE with no masking and matched side and palmar/dorsal,sgmnet,sgmnet,face,multipie,bioverify/data/pairs/pairs_face_multipie_500_nc.csv,bioverify/results/face_multipie_500_nc_nomask_all_matchers/config.yaml,bioverify/results/face_multipie_500_nc_nomask_all_matchers/summary.json,bioverify/results/face_multipie_500_nc_nomask_all_matchers/evaluation/sgmnet_threshold_analysis.json,0.46,0.494,0.4444444444444444,0.048,0.5591839999999999,0.048,0.06,0.952,0.94,500,250,250,0.17306460989079842
face_multipie_500_nc_nomask_all_matchers,All matchers 500 faces Multi-PIE with no masking and matched side and palmar/dorsal,aspanformer,aspanformer,face,multipie,bioverify/data/pairs/pairs_face_multipie_500_nc.csv,bioverify/results/face_multipie_500_nc_nomask_all_matchers/config.yaml,bioverify/results/face_multipie_500_nc_nomask_all_matchers/summary.json,bioverify/results/face_multipie_500_nc_nomask_all_matchers/evaluation/aspanformer_threshold_analysis.json,0.456,0.53,0.5333333333333333,0.48,0.566312,0.48,0.42,0.52,0.58,500,250,250,0.3299839812748915
face_multipie_500_nc_nomask_all_matchers,All matchers 500 faces Multi-PIE with no masking and matched side and palmar/dorsal,deepdetect,deepdetect,face,multipie,bioverify/data/pairs/pairs_face_multipie_500_nc.csv,bioverify/results/face_multipie_500_nc_nomask_all_matchers/config.yaml,bioverify/results/face_multipie_500_nc_nomask_all_matchers/summary.json,bioverify/results/face_multipie_500_nc_nomask_all_matchers/evaluation/deepdetect_threshold_analysis.json,0.44,0.562,0.5551601423487544,0.624,0.5761840000000001,0.624,0.5,0.376,0.5,500,250,250,0.34114221268428635
face_multipie_500_nc_nomask_all_matchers_fingervein,All matchers 500 faces Multi-PIE with no masking and matched side and palmar/dorsal,loftr,loftr,face,multipie,bioverify/data/pairs/pairs_face_multipie_500_nc.csv,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/config.yaml,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/summary.json,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/evaluation/loftr_threshold_analysis.json,0.384,0.548,0.7222222222222222,0.156,0.6404320000000001,0.156,0.06,0.844,0.94,500,250,250,0.1824225839070989
face_multipie_500_nc_nomask_all_matchers_fingervein,All matchers 500 faces Multi-PIE with no masking and matched side and palmar/dorsal,orb,orb-fingervein,face,multipie,bioverify/data/pairs/pairs_face_multipie_500_nc.csv,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/config.yaml,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/summary.json,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/evaluation/orb-fingervein_threshold_analysis.json,0.42,0.522,0.8235294117647058,0.056,0.586792,0.056,0.012,0.944,0.988,500,250,250,0.10035370399604142
face_multipie_500_nc_nomask_all_matchers_fingervein,All matchers 500 faces Multi-PIE with no masking and matched side and palmar/dorsal,sift,sift-fingervein,face,multipie,bioverify/data/pairs/pairs_face_multipie_500_nc.csv,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/config.yaml,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/summary.json,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/evaluation/sift-fingervein_threshold_analysis.json,0.428,0.516,0.7,0.056,0.5702879999999999,0.056,0.024,0.944,0.976,500,250,250,0.0907433438143781
face_multipie_500_nc_nomask_all_matchers_fingervein,All matchers 500 faces Multi-PIE with no masking and matched side and palmar/dorsal,superglue,superglue-fingervein,face,multipie,bioverify/data/pairs/pairs_face_multipie_500_nc.csv,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/config.yaml,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/summary.json,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/evaluation/superglue-fingervein_threshold_analysis.json,0.404,0.604,0.5915492957746479,0.672,0.6069840000000001,0.672,0.464,0.328,0.536,500,250,250,0.17773765389220444
face_multipie_500_nc_nomask_all_matchers_fingervein,All matchers 500 faces Multi-PIE with no masking and matched side and palmar/dorsal,sgmnet,sgmnet-fingervein,face,multipie,bioverify/data/pairs/pairs_face_multipie_500_nc.csv,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/config.yaml,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/summary.json,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/evaluation/sgmnet-fingervein_threshold_analysis.json,0.52,0.526,0.8421052631578947,0.064,0.483248,0.064,0.012,0.936,0.988,500,250,250,0.08585290387223386
face_multipie_500_nc_nomask_all_matchers_fingervein,All matchers 500 faces Multi-PIE with no masking and matched side and palmar/dorsal,aspanformer,aspanformer,face,multipie,bioverify/data/pairs/pairs_face_multipie_500_nc.csv,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/config.yaml,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/summary.json,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/evaluation/aspanformer_threshold_analysis.json,0.456,0.53,0.5333333333333333,0.48,0.566312,0.48,0.42,0.52,0.58,500,250,250,0.3299839812748915
face_multipie_500_nc_nomask_all_matchers_fingervein,All matchers 500 faces Multi-PIE with no masking and matched side and palmar/dorsal,deepdetect,deepdetect,face,multipie,bioverify/data/pairs/pairs_face_multipie_500_nc.csv,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/config.yaml,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/summary.json,bioverify/results/face_multipie_500_nc_nomask_all_matchers_fingervein/evaluation/deepdetect_threshold_analysis.json,0.428,0.576,0.5683453237410072,0.632,0.59848,0.632,0.48,0.368,0.52,500,250,250,0.3368657646905375
finger_eemscdbm_500_all_matchers,All matchers 500 Finger EEMSC-DBM ROIs with CLAHE enhancement,loftr,loftr,finger,eemscdbm,bioverify/data/pairs/pairs_finger_eemscdbm_500.csv,bioverify/results/finger_eemscdbm_500_all_matchers/config.yaml,bioverify/results/finger_eemscdbm_500_all_matchers/summary.json,bioverify/results/finger_eemscdbm_500_all_matchers/evaluation/loftr_threshold_analysis.json,0.5,0.62,0.5828729281767956,0.844,0.548056,0.844,0.604,0.156,0.396,500,250,250,0.5537066062532877
finger_eemscdbm_500_all_matchers,All matchers 500 Finger EEMSC-DBM ROIs with CLAHE enhancement,orb,orb-fingervein,finger,eemscdbm,bioverify/data/pairs/pairs_finger_eemscdbm_500.csv,bioverify/results/finger_eemscdbm_500_all_matchers/config.yaml,bioverify/results/finger_eemscdbm_500_all_matchers/summary.json,bioverify/results/finger_eemscdbm_500_all_matchers/evaluation/orb-fingervein_threshold_analysis.json,0.096,0.782,1.0,0.564,0.9661519999999999,0.564,0.0,0.436,1.0,500,250,250,0.2738444360320972
finger_eemscdbm_500_all_matchers,All matchers 500 Finger EEMSC-DBM ROIs with CLAHE enhancement,sift,sift-fingervein,finger,eemscdbm,bioverify/data/pairs/pairs_finger_eemscdbm_500.csv,bioverify/results/finger_eemscdbm_500_all_matchers/config.yaml,bioverify/results/finger_eemscdbm_500_all_matchers/summary.json,bioverify/results/finger_eemscdbm_500_all_matchers/evaluation/sift-fingervein_threshold_analysis.json,0.24,0.672,0.8467741935483871,0.42,0.839384,0.42,0.076,0.58,0.924,500,250,250,0.30031605046654253
finger_eemscdbm_500_all_matchers,All matchers 500 Finger EEMSC-DBM ROIs with CLAHE enhancement,superglue,superglue-fingervein,finger,eemscdbm,bioverify/data/pairs/pairs_finger_eemscdbm_500.csv,bioverify/results/finger_eemscdbm_500_all_matchers/config.yaml,bioverify/results/finger_eemscdbm_500_all_matchers/summary.json,bioverify/results/finger_eemscdbm_500_all_matchers/evaluation/superglue-fingervein_threshold_analysis.json,0.308,0.596,0.5530973451327433,1.0,0.7511840000000001,1.0,0.808,0.0,0.192,500,250,250,0.293457798684921
finger_eemscdbm_500_all_matchers,All matchers 500 Finger EEMSC-DBM ROIs with CLAHE enhancement,sgmnet,sgmnet-fingervein,finger,eemscdbm,bioverify/data/pairs/pairs_finger_eemscdbm_500.csv,bioverify/results/finger_eemscdbm_500_all_matchers/config.yaml,bioverify/results/finger_eemscdbm_500_all_matchers/summary.json,bioverify/results/finger_eemscdbm_500_all_matchers/evaluation/sgmnet-fingervein_threshold_analysis.json,0.316,0.682,0.696969696969697,0.644,0.7575359999999999,0.644,0.28,0.356,0.72,500,250,250,0.20770194071844325
finger_eemscdbm_500_all_matchers,All matchers 500 Finger EEMSC-DBM ROIs with CLAHE enhancement,aspanformer,aspanformer,finger,eemscdbm,bioverify/data/pairs/pairs_finger_eemscdbm_500.csv,bioverify/results/finger_eemscdbm_500_all_matchers/config.yaml,bioverify/results/finger_eemscdbm_500_all_matchers/summary.json,bioverify/results/finger_eemscdbm_500_all_matchers/evaluation/aspanformer_threshold_analysis.json,0.782,0.532,0.5165289256198347,1.0,0.195424,1.0,0.936,0.0,0.064,500,250,250,0.7443715891011133
finger_eemscdbm_500_all_matchers,All matchers 500 Finger EEMSC-DBM ROIs with CLAHE enhancement,deepdetect,deepdetect,finger,eemscdbm,bioverify/data/pairs/pairs_finger_eemscdbm_500.csv,bioverify/results/finger_eemscdbm_500_all_matchers/config.yaml,bioverify/results/finger_eemscdbm_500_all_matchers/summary.json,bioverify/results/finger_eemscdbm_500_all_matchers/evaluation/deepdetect_threshold_analysis.json,0.252,0.592,0.5518018018018018,0.98,0.834432,0.98,0.796,0.02,0.204,500,250,250,0.6239034088181906
finger_fvusm_500_all_matchers,All matchers 500 Finger FV-USM ROIs,loftr,loftr,finger,fvusm,bioverify/data/pairs/pairs_finger_fvusm_500.csv,bioverify/results/finger_fvusm_500_all_matchers/config.yaml,bioverify/results/finger_fvusm_500_all_matchers/summary.json,bioverify/results/finger_fvusm_500_all_matchers/evaluation/loftr_threshold_analysis.json,0.112,0.816,0.7393939393939394,0.976,0.949928,0.976,0.344,0.024,0.656,500,250,250,0.5545428287415902
finger_fvusm_500_all_matchers,All matchers 500 Finger FV-USM ROIs,orb,orb,finger,fvusm,bioverify/data/pairs/pairs_finger_fvusm_500.csv,bioverify/results/finger_fvusm_500_all_matchers/config.yaml,bioverify/results/finger_fvusm_500_all_matchers/summary.json,bioverify/results/finger_fvusm_500_all_matchers/evaluation/orb_threshold_analysis.json,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,500,250,250,0.0
finger_fvusm_500_all_matchers,All matchers 500 Finger FV-USM ROIs,sift,sift,finger,fvusm,bioverify/data/pairs/pairs_finger_fvusm_500.csv,bioverify/results/finger_fvusm_500_all_matchers/config.yaml,bioverify/results/finger_fvusm_500_all_matchers/summary.json,bioverify/results/finger_fvusm_500_all_matchers/evaluation/sift_threshold_analysis.json,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,500,250,250,0.0
finger_fvusm_500_all_matchers,All matchers 500 Finger FV-USM ROIs,superglue,superglue,finger,fvusm,bioverify/data/pairs/pairs_finger_fvusm_500.csv,bioverify/results/finger_fvusm_500_all_matchers/config.yaml,bioverify/results/finger_fvusm_500_all_matchers/summary.json,bioverify/results/finger_fvusm_500_all_matchers/evaluation/superglue_threshold_analysis.json,0.2,0.582,0.6752136752136753,0.316,0.7693360000000001,0.316,0.152,0.684,0.848,500,250,250,0.2529811711252177
finger_fvusm_500_all_matchers,All matchers 500 Finger FV-USM ROIs,sgmnet,sgmnet,finger,fvusm,bioverify/data/pairs/pairs_finger_fvusm_500.csv,bioverify/results/finger_fvusm_500_all_matchers/config.yaml,bioverify/results/finger_fvusm_500_all_matchers/summary.json,bioverify/results/finger_fvusm_500_all_matchers/evaluation/sgmnet_threshold_analysis.json,0.636,0.392,0.078125,0.02,0.3424,0.02,0.236,0.98,0.764,500,250,250,0.28140917586301395
finger_fvusm_500_all_matchers,All matchers 500 Finger FV-USM ROIs,aspanformer,aspanformer,finger,fvusm,bioverify/data/pairs/pairs_finger_fvusm_500.csv,bioverify/results/finger_fvusm_500_all_matchers/config.yaml,bioverify/results/finger_fvusm_500_all_matchers/summary.json,bioverify/results/finger_fvusm_500_all_matchers/evaluation/aspanformer_threshold_analysis.json,0.346,0.654,1.0,0.308,0.58,0.308,0.0,0.692,1.0,500,250,250,0.14828283416396143
finger_fvusm_500_all_matchers,All matchers 500 Finger FV-USM ROIs,deepdetect,deepdetect,finger,fvusm,bioverify/data/pairs/pairs_finger_fvusm_500.csv,bioverify/results/finger_fvusm_500_all_matchers/config.yaml,bioverify/results/finger_fvusm_500_all_matchers/summary.json,bioverify/results/finger_fvusm_500_all_matchers/evaluation/deepdetect_threshold_analysis.json,0.428,0.572,0.8214285714285714,0.184,0.572128,0.184,0.04,0.816,0.96,500,250,250,0.10595014265199867
finger_fvusm_500_all_matchers_clahe,All matchers 500 Finger FV-USM ROIs with CLAHE enhacement,loftr,loftr,finger,fvusm,bioverify/data/pairs/pairs_finger_fvusm_500.csv,bioverify/results/finger_fvusm_500_all_matchers_clahe/config.yaml,bioverify/results/finger_fvusm_500_all_matchers_clahe/summary.json,bioverify/results/finger_fvusm_500_all_matchers_clahe/evaluation/loftr_threshold_analysis.json,0.036,0.962,0.9714285714285714,0.952,0.99272,0.952,0.028,0.048,0.972,500,250,250,0.49258246841080555
finger_fvusm_500_all_matchers_clahe,All matchers 500 Finger FV-USM ROIs with CLAHE enhacement,orb,orb,finger,fvusm,bioverify/data/pairs/pairs_finger_fvusm_500.csv,bioverify/results/finger_fvusm_500_all_matchers_clahe/config.yaml,bioverify/results/finger_fvusm_500_all_matchers_clahe/summary.json,bioverify/results/finger_fvusm_500_all_matchers_clahe/evaluation/orb_threshold_analysis.json,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,500,250,250,0.0
finger_fvusm_500_all_matchers_clahe,All matchers 500 Finger FV-USM ROIs with CLAHE enhacement,sift,sift,finger,fvusm,bioverify/data/pairs/pairs_finger_fvusm_500.csv,bioverify/results/finger_fvusm_500_all_matchers_clahe/config.yaml,bioverify/results/finger_fvusm_500_all_matchers_clahe/summary.json,bioverify/results/finger_fvusm_500_all_matchers_clahe/evaluation/sift_threshold_analysis.json,0.39,0.61,1.0,0.22,0.5680000000000001,0.22,0.0,0.78,1.0,500,250,250,0.09031917481081898
finger_fvusm_500_all_matchers_clahe,All matchers 500 Finger FV-USM ROIs with CLAHE enhacement,superglue,superglue,finger,fvusm,bioverify/data/pairs/pairs_finger_fvusm_500.csv,bioverify/results/finger_fvusm_500_all_matchers_clahe/config.yaml,bioverify/results/finger_fvusm_500_all_matchers_clahe/summary.json,bioverify/results/finger_fvusm_500_all_matchers_clahe/evaluation/superglue_threshold_analysis.json,0.212,0.674,0.757396449704142,0.512,0.8263439999999999,0.512,0.164,0.488,0.836,500,250,250,0.3104659489550107
finger_fvusm_500_all_matchers_clahe,All matchers 500 Finger FV-USM ROIs with CLAHE enhacement,sgmnet,sgmnet,finger,fvusm,bioverify/data/pairs/pairs_finger_fvusm_500.csv,bioverify/results/finger_fvusm_500_all_matchers_clahe/config.yaml,bioverify/results/finger_fvusm_500_all_matchers_clahe/summary.json,bioverify/results/finger_fvusm_500_all_matchers_clahe/evaluation/sgmnet_threshold_analysis.json,0.512,0.442,0.1282051282051282,0.02,0.469304,0.02,0.136,0.98,0.864,500,250,250,0.2614990141211595
finger_fvusm_500_all_matchers_clahe,All matchers 500 Finger FV-USM ROIs with CLAHE enhacement,aspanformer,aspanformer,finger,fvusm,bioverify/data/pairs/pairs_finger_fvusm_500.csv,bioverify/results/finger_fvusm_500_all_matchers_clahe/config.yaml,bioverify/results/finger_fvusm_500_all_matchers_clahe/summary.json,bioverify/results/finger_fvusm_500_all_matchers_clahe/evaluation/aspanformer_threshold_analysis.json,0.226,0.646,0.5875299760191847,0.98,0.85688,0.98,0.688,0.02,0.312,500,250,250,0.6432819457852512
finger_fvusm_500_all_matchers_clahe,All matchers 500 Finger FV-USM ROIs with CLAHE enhacement,deepdetect,deepdetect,finger,fvusm,bioverify/data/pairs/pairs_finger_fvusm_500.csv,bioverify/results/finger_fvusm_500_all_matchers_clahe/config.yaml,bioverify/results/finger_fvusm_500_all_matchers_clahe/summary.json,bioverify/results/finger_fvusm_500_all_matchers_clahe/evaluation/deepdetect_threshold_analysis.json,0.432,0.6,0.5718390804597702,0.796,0.6107040000000001,0.796,0.596,0.204,0.404,500,250,250,0.370133141597137
finger_mmcbnu_500_all_matchers,All matchers 500 Finger MMCBNU ROIs,loftr,loftr,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers/evaluation/loftr_threshold_analysis.json,0.10800000000000001,0.896,0.9090909090909091,0.88,0.912376,0.88,0.088,0.12,0.912,500,250,250,0.3836416677046205
finger_mmcbnu_500_all_matchers,All matchers 500 Finger MMCBNU ROIs,orb,orb,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers/evaluation/orb_threshold_analysis.json,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,500,250,250,0.0
finger_mmcbnu_500_all_matchers,All matchers 500 Finger MMCBNU ROIs,sift,sift,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers/evaluation/sift_threshold_analysis.json,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,500,250,250,0.0
finger_mmcbnu_500_all_matchers,All matchers 500 Finger MMCBNU ROIs,superglue,superglue,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers/evaluation/superglue_threshold_analysis.json,0.37,0.594,0.9433962264150944,0.2,0.534816,0.2,0.012,0.8,0.988,500,250,250,0.08455143766008022
finger_mmcbnu_500_all_matchers,All matchers 500 Finger MMCBNU ROIs,sgmnet,sgmnet,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers/evaluation/sgmnet_threshold_analysis.json,0.682,0.43,0.0,0.0,0.299984,0.0,0.14,1.0,0.86,500,250,250,0.21068892546263956
finger_mmcbnu_500_all_matchers,All matchers 500 Finger MMCBNU ROIs,aspanformer,aspanformer,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers/evaluation/aspanformer_threshold_analysis.json,0.22,0.78,1.0,0.56,0.616,0.56,0.0,0.44,1.0,500,250,250,0.2652604455039518
finger_mmcbnu_500_all_matchers,All matchers 500 Finger MMCBNU ROIs,deepdetect,deepdetect,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers/evaluation/deepdetect_threshold_analysis.json,0.4314516129032258,0.5685483870967742,0.9722222222222222,0.14112903225806453,0.5687272372528616,0.14112903225806453,0.004032258064516129,0.8588709677419355,0.9959677419354839,496,248,248,0.06162771805849574
finger_mmcbnu_500_all_matchers_clahe,All matchers 500 Finger MMCBNU ROIs with CLAHE enhancement,loftr,loftr,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/evaluation/loftr_threshold_analysis.json,0.084,0.794,0.9741935483870968,0.604,0.960976,0.604,0.016,0.396,0.984,500,250,250,0.3582584537952836
finger_mmcbnu_500_all_matchers_clahe,All matchers 500 Finger MMCBNU ROIs with CLAHE enhancement,orb,orb-fingervein,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/evaluation/orb-fingervein_threshold_analysis.json,0.34,0.506,0.5365853658536586,0.088,0.675936,0.088,0.076,0.912,0.924,500,250,250,0.22154690518290415
finger_mmcbnu_500_all_matchers_clahe,All matchers 500 Finger MMCBNU ROIs with CLAHE enhancement,sift,sift-fingervein,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/evaluation/sift-fingervein_threshold_analysis.json,0.296,0.496,0.47058823529411764,0.064,0.771248,0.064,0.072,0.936,0.928,500,250,250,0.22055028657499218
finger_mmcbnu_500_all_matchers_clahe,All matchers 500 Finger MMCBNU ROIs with CLAHE enhancement,superglue,superglue,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/evaluation/superglue_threshold_analysis.json,0.488,0.512,1.0,0.024,0.512,0.024,0.0,0.976,1.0,500,250,250,0.009159212779379467
finger_mmcbnu_500_all_matchers_clahe,All matchers 500 Finger MMCBNU ROIs with CLAHE enhancement,sgmnet,sgmnet,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/evaluation/sgmnet_threshold_analysis.json,0.756,0.406,0.02040816326530612,0.004,0.21340000000000003,0.004,0.192,0.996,0.808,500,250,250,0.21489338487915183
finger_mmcbnu_500_all_matchers_clahe,All matchers 500 Finger MMCBNU ROIs with CLAHE enhancement,aspanformer,aspanformer,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/evaluation/aspanformer_threshold_analysis.json,0.116,0.856,0.7870967741935484,0.976,0.9381839999999999,0.976,0.264,0.024,0.736,500,250,250,0.5144200770899877
finger_mmcbnu_500_all_matchers_clahe,All matchers 500 Finger MMCBNU ROIs with CLAHE enhancement,deepdetect,deepdetect,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers_clahe/evaluation/deepdetect_threshold_analysis.json,0.436,0.576,0.5508021390374331,0.824,0.580784,0.824,0.672,0.176,0.328,500,250,250,0.38074430088320227
finger_mmcbnu_500_all_matchers_clahe_2,All matchers 500 Finger MMCBNU ROIs with CLAHE enhancement,loftr,loftr,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/evaluation/loftr_threshold_analysis.json,0.084,0.794,0.9741935483870968,0.604,0.960976,0.604,0.016,0.396,0.984,500,250,250,0.3582584537952836
