experiment_folder,experiment_title,base_matcher,matcher,modality,dataset,dataset_file,config_file,summary_file,threshold_analysis_file,eer,accuracy,precision,recall,roc_auc,tar,far,frr,trr,num_pairs,num_genuine,num_impostor,avg_inlier_ratio
finger_mmcbnu_500_all_matchers_clahe_2,All matchers 500 Finger MMCBNU ROIs with CLAHE enhancement,orb,orb-fingervein,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/evaluation/orb-fingervein_threshold_analysis.json,0.34,0.506,0.5365853658536586,0.088,0.675936,0.088,0.076,0.912,0.924,500,250,250,0.22154690518290415
finger_mmcbnu_500_all_matchers_clahe_2,All matchers 500 Finger MMCBNU ROIs with CLAHE enhancement,sift,sift-fingervein,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/evaluation/sift-fingervein_threshold_analysis.json,0.296,0.496,0.47058823529411764,0.064,0.771248,0.064,0.072,0.936,0.928,500,250,250,0.22055028657499218
finger_mmcbnu_500_all_matchers_clahe_2,All matchers 500 Finger MMCBNU ROIs with CLAHE enhancement,superglue,superglue-fingervein,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/evaluation/superglue-fingervein_threshold_analysis.json,0.164,0.836,1.0,0.672,0.728,0.672,0.0,0.328,1.0,500,250,250,0.1957143331647151
finger_mmcbnu_500_all_matchers_clahe_2,All matchers 500 Finger MMCBNU ROIs with CLAHE enhancement,sgmnet,sgmnet-fingervein,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/evaluation/sgmnet-fingervein_threshold_analysis.json,0.604,0.47,0.17391304347826086,0.016,0.36688,0.016,0.076,0.984,0.924,500,250,250,0.09493700064717096
finger_mmcbnu_500_all_matchers_clahe_2,All matchers 500 Finger MMCBNU ROIs with CLAHE enhancement,aspanformer,aspanformer,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/evaluation/aspanformer_threshold_analysis.json,0.116,0.856,0.7870967741935484,0.976,0.9381839999999999,0.976,0.264,0.024,0.736,500,250,250,0.5144200770899877
finger_mmcbnu_500_all_matchers_clahe_2,All matchers 500 Finger MMCBNU ROIs with CLAHE enhancement,deepdetect,deepdetect,finger,mmcbnu,bioverify/data/pairs/pairs_finger_mmcbnu_500.csv,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/config.yaml,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/summary.json,bioverify/results/finger_mmcbnu_500_all_matchers_clahe_2/evaluation/deepdetect_threshold_analysis.json,0.436,0.576,0.5508021390374331,0.824,0.580784,0.824,0.672,0.176,0.328,500,250,250,0.38074430088320227
finger_thufvfdt_dorsal_500_all_matchers,All matchers 500 Finger THUFVFDT ROIs with CLAHE enhancement dorsal,loftr,loftr,finger,thufvfdt,bioverify/data/pairs/pairs_finger_thufvfdt_dorsal_500.csv,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/config.yaml,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/summary.json,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/evaluation/loftr_threshold_analysis.json,0.0,0.996,1.0,0.992,0.9987360000000001,0.992,0.0,0.008,1.0,500,250,250,0.4512469506916682
finger_thufvfdt_dorsal_500_all_matchers,All matchers 500 Finger THUFVFDT ROIs with CLAHE enhancement dorsal,orb,orb-fingervein,finger,thufvfdt,bioverify/data/pairs/pairs_finger_thufvfdt_dorsal_500.csv,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/config.yaml,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/summary.json,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/evaluation/orb-fingervein_threshold_analysis.json,0.012,0.894,1.0,0.788,0.997536,0.788,0.0,0.212,1.0,500,250,250,0.30893852414920464
finger_thufvfdt_dorsal_500_all_matchers,All matchers 500 Finger THUFVFDT ROIs with CLAHE enhancement dorsal,sift,sift-fingervein,finger,thufvfdt,bioverify/data/pairs/pairs_finger_thufvfdt_dorsal_500.csv,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/config.yaml,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/summary.json,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/evaluation/sift-fingervein_threshold_analysis.json,0.084,0.892,0.9375,0.84,0.9734240000000001,0.84,0.056,0.16,0.944,500,250,250,0.37298235438569877
finger_thufvfdt_dorsal_500_all_matchers,All matchers 500 Finger THUFVFDT ROIs with CLAHE enhancement dorsal,superglue,superglue-fingervein,finger,thufvfdt,bioverify/data/pairs/pairs_finger_thufvfdt_dorsal_500.csv,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/config.yaml,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/summary.json,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/evaluation/superglue-fingervein_threshold_analysis.json,0.072,0.938,0.8896797153024911,1.0,0.93668,1.0,0.124,0.0,0.876,500,250,250,0.2928891966025912
finger_thufvfdt_dorsal_500_all_matchers,All matchers 500 Finger THUFVFDT ROIs with CLAHE enhancement dorsal,sgmnet,sgmnet-fingervein,finger,thufvfdt,bioverify/data/pairs/pairs_finger_thufvfdt_dorsal_500.csv,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/config.yaml,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/summary.json,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/evaluation/sgmnet-fingervein_threshold_analysis.json,0.024,0.976,0.976,0.976,0.9961120000000001,0.976,0.024,0.024,0.976,500,250,250,0.23076390173635633
finger_thufvfdt_dorsal_500_all_matchers,All matchers 500 Finger THUFVFDT ROIs with CLAHE enhancement dorsal,aspanformer,aspanformer,finger,thufvfdt,bioverify/data/pairs/pairs_finger_thufvfdt_dorsal_500.csv,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/config.yaml,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/summary.json,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/evaluation/aspanformer_threshold_analysis.json,0.036,0.894,0.8250825082508251,1.0,0.989584,1.0,0.212,0.0,0.788,500,250,250,0.5753905517839611
finger_thufvfdt_dorsal_500_all_matchers,All matchers 500 Finger THUFVFDT ROIs with CLAHE enhancement dorsal,deepdetect,deepdetect,finger,thufvfdt,bioverify/data/pairs/pairs_finger_thufvfdt_dorsal_500.csv,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/config.yaml,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/summary.json,bioverify/results/finger_thufvfdt_dorsal_500_all_matchers/evaluation/deepdetect_threshold_analysis.json,0.028,0.966,0.9568627450980393,0.976,0.9920959999999999,0.976,0.044,0.024,0.956,500,250,250,0.40632801773871396
finger_thufvfdt_vein_500_all_matchers,All matchers 500 Finger THUFVFDT ROIs with CLAHE enhancement,loftr,loftr,finger,thufvfdt,bioverify/data/pairs/pairs_finger_thufvfdt_vein_500.csv,bioverify/results/finger_thufvfdt_vein_500_all_matchers/config.yaml,bioverify/results/finger_thufvfdt_vein_500_all_matchers/summary.json,bioverify/results/finger_thufvfdt_vein_500_all_matchers/evaluation/loftr_threshold_analysis.json,0.104,0.852,0.9230769230769231,0.768,0.958496,0.768,0.064,0.232,0.936,500,250,250,0.4433638573398237
finger_thufvfdt_vein_500_all_matchers,All matchers 500 Finger THUFVFDT ROIs with CLAHE enhancement,orb,orb-fingervein,finger,thufvfdt,bioverify/data/pairs/pairs_finger_thufvfdt_vein_500.csv,bioverify/results/finger_thufvfdt_vein_500_all_matchers/config.yaml,bioverify/results/finger_thufvfdt_vein_500_all_matchers/summary.json,bioverify/results/finger_thufvfdt_vein_500_all_matchers/evaluation/orb-fingervein_threshold_analysis.json,0.376,0.57,0.7464788732394366,0.212,0.687848,0.212,0.072,0.788,0.928,500,250,250,0.24337643596250774
finger_thufvfdt_vein_500_all_matchers,All matchers 500 Finger THUFVFDT ROIs with CLAHE enhancement,sift,sift-fingervein,finger,thufvfdt,bioverify/data/pairs/pairs_finger_thufvfdt_vein_500.csv,bioverify/results/finger_thufvfdt_vein_500_all_matchers/config.yaml,bioverify/results/finger_thufvfdt_vein_500_all_matchers/summary.json,bioverify/results/finger_thufvfdt_vein_500_all_matchers/evaluation/sift-fingervein_threshold_analysis.json,0.292,0.624,0.6565656565656566,0.52,0.741656,0.52,0.272,0.48,0.728,500,250,250,0.3249970961125777
finger_thufvfdt_vein_500_all_matchers,All matchers 500 Finger THUFVFDT ROIs with CLAHE enhancement,superglue,superglue-fingervein,finger,thufvfdt,bioverify/data/pairs/pairs_finger_thufvfdt_vein_500.csv,bioverify/results/finger_thufvfdt_vein_500_all_matchers/config.yaml,bioverify/results/finger_thufvfdt_vein_500_all_matchers/summary.json,bioverify/results/finger_thufvfdt_vein_500_all_matchers/evaluation/superglue-fingervein_threshold_analysis.json,0.268,0.732,0.6559139784946236,0.976,0.77408,0.976,0.512,0.024,0.488,500,250,250,0.2713105954295646
finger_thufvfdt_vein_500_all_matchers,All matchers 500 Finger THUFVFDT ROIs with CLAHE enhancement,sgmnet,sgmnet-fingervein,finger,thufvfdt,bioverify/data/pairs/pairs_finger_thufvfdt_vein_500.csv,bioverify/results/finger_thufvfdt_vein_500_all_matchers/config.yaml,bioverify/results/finger_thufvfdt_vein_500_all_matchers/summary.json,bioverify/results/finger_thufvfdt_vein_500_all_matchers/evaluation/sgmnet-fingervein_threshold_analysis.json,0.464,0.558,1.0,0.116,0.568728,0.116,0.0,0.884,1.0,500,250,250,0.09476579227553909
finger_thufvfdt_vein_500_all_matchers,All matchers 500 Finger THUFVFDT ROIs with CLAHE enhancement,aspanformer,aspanformer,finger,thufvfdt,bioverify/data/pairs/pairs_finger_thufvfdt_vein_500.csv,bioverify/results/finger_thufvfdt_vein_500_all_matchers/config.yaml,bioverify/results/finger_thufvfdt_vein_500_all_matchers/summary.json,bioverify/results/finger_thufvfdt_vein_500_all_matchers/evaluation/aspanformer_threshold_analysis.json,0.23399999999999999,0.688,0.6198979591836735,0.972,0.857168,0.972,0.596,0.028,0.404,500,250,250,0.6093583534733857
finger_thufvfdt_vein_500_all_matchers,All matchers 500 Finger THUFVFDT ROIs with CLAHE enhancement,deepdetect,deepdetect,finger,thufvfdt,bioverify/data/pairs/pairs_finger_thufvfdt_vein_500.csv,bioverify/results/finger_thufvfdt_vein_500_all_matchers/config.yaml,bioverify/results/finger_thufvfdt_vein_500_all_matchers/summary.json,bioverify/results/finger_thufvfdt_vein_500_all_matchers/evaluation/deepdetect_threshold_analysis.json,0.42,0.58,0.5613496932515337,0.732,0.6232,0.732,0.572,0.268,0.428,500,250,250,0.3418181840027327
hand_11khands_500_masked_all_matchers,All matchers 500 hands 11khands with masking and matched side and palmar/dorsal,loftr,loftr,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_all_matchers/config.yaml,bioverify/results/hand_11khands_500_masked_all_matchers/summary.json,bioverify/results/hand_11khands_500_masked_all_matchers/evaluation/loftr_threshold_analysis.json,0.092,0.884,0.9485981308411215,0.812,0.965128,0.812,0.044,0.188,0.956,500,250,250,0.459022694224922
hand_11khands_500_masked_all_matchers,All matchers 500 hands 11khands with masking and matched side and palmar/dorsal,orb,orb,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_all_matchers/config.yaml,bioverify/results/hand_11khands_500_masked_all_matchers/summary.json,bioverify/results/hand_11khands_500_masked_all_matchers/evaluation/orb_threshold_analysis.json,0.16,0.836,0.8818181818181818,0.776,0.895048,0.776,0.104,0.224,0.896,500,250,250,0.3420759488257881
hand_11khands_500_masked_all_matchers,All matchers 500 hands 11khands with masking and matched side and palmar/dorsal,sift,sift,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_all_matchers/config.yaml,bioverify/results/hand_11khands_500_masked_all_matchers/summary.json,bioverify/results/hand_11khands_500_masked_all_matchers/evaluation/sift_threshold_analysis.json,0.164,0.836,0.8333333333333334,0.84,0.9004960000000001,0.84,0.168,0.16,0.832,500,250,250,0.36860841500123653
hand_11khands_500_masked_all_matchers,All matchers 500 hands 11khands with masking and matched side and palmar/dorsal,superglue,superglue,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_all_matchers/config.yaml,bioverify/results/hand_11khands_500_masked_all_matchers/summary.json,bioverify/results/hand_11khands_500_masked_all_matchers/evaluation/superglue_threshold_analysis.json,0.34,0.636,0.7463768115942029,0.412,0.716312,0.412,0.14,0.588,0.86,500,250,250,0.3728638939363511
hand_11khands_500_masked_all_matchers,All matchers 500 hands 11khands with masking and matched side and palmar/dorsal,sgmnet,sgmnet,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_all_matchers/config.yaml,bioverify/results/hand_11khands_500_masked_all_matchers/summary.json,bioverify/results/hand_11khands_500_masked_all_matchers/evaluation/sgmnet_threshold_analysis.json,0.124,0.874,0.9155555555555556,0.824,0.9522480000000001,0.824,0.076,0.176,0.924,500,250,250,0.40378986593267735
hand_11khands_500_masked_all_matchers,All matchers 500 hands 11khands with masking and matched side and palmar/dorsal,aspanformer,aspanformer,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_all_matchers/config.yaml,bioverify/results/hand_11khands_500_masked_all_matchers/summary.json,bioverify/results/hand_11khands_500_masked_all_matchers/evaluation/aspanformer_threshold_analysis.json,0.244,0.674,0.6090225563909775,0.972,0.868304,0.972,0.624,0.028,0.376,500,250,250,0.5618633903677827
hand_11khands_500_masked_all_matchers,All matchers 500 hands 11khands with masking and matched side and palmar/dorsal,deepdetect,deepdetect,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_all_matchers/config.yaml,bioverify/results/hand_11khands_500_masked_all_matchers/summary.json,bioverify/results/hand_11khands_500_masked_all_matchers/evaluation/deepdetect_threshold_analysis.json,0.192,0.656,0.5970149253731343,0.96,0.89288,0.96,0.648,0.04,0.352,500,250,250,0.61806206899019
hand_11khands_500_masked_all_matchers_fingervein,All matchers fingervien version 500 hands 11khands with masking and matched side and palmar/dorsal,loftr,loftr,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/config.yaml,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/summary.json,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/evaluation/loftr_threshold_analysis.json,0.092,0.884,0.9485981308411215,0.812,0.965128,0.812,0.044,0.188,0.956,500,250,250,0.459022694224922
hand_11khands_500_masked_all_matchers_fingervein,All matchers fingervien version 500 hands 11khands with masking and matched side and palmar/dorsal,orb,orb-fingervein,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/config.yaml,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/summary.json,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/evaluation/orb-fingervein_threshold_analysis.json,0.06,0.878,1.0,0.756,0.978256,0.756,0.0,0.244,1.0,500,250,250,0.3623273444763588
hand_11khands_500_masked_all_matchers_fingervein,All matchers fingervien version 500 hands 11khands with masking and matched side and palmar/dorsal,sift,sift-fingervein,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/config.yaml,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/summary.json,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/evaluation/sift-fingervein_threshold_analysis.json,0.056,0.918,0.9906103286384976,0.844,0.983016,0.844,0.008,0.156,0.992,500,250,250,0.36251922638399786
hand_11khands_500_masked_all_matchers_fingervein,All matchers fingervien version 500 hands 11khands with masking and matched side and palmar/dorsal,superglue,superglue-fingervein,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/config.yaml,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/summary.json,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/evaluation/superglue-fingervein_threshold_analysis.json,0.268,0.522,0.5112474437627812,1.0,0.818088,1.0,0.956,0.0,0.044,500,250,250,0.38786670505018533
hand_11khands_500_masked_all_matchers_fingervein,All matchers fingervien version 500 hands 11khands with masking and matched side and palmar/dorsal,sgmnet,sgmnet-fingervein,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/config.yaml,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/summary.json,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/evaluation/sgmnet-fingervein_threshold_analysis.json,0.024,0.97,0.9607843137254902,0.98,0.9941039999999999,0.98,0.04,0.02,0.96,500,250,250,0.3159385965705548
hand_11khands_500_masked_all_matchers_fingervein,All matchers fingervien version 500 hands 11khands with masking and matched side and palmar/dorsal,aspanformer,aspanformer,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/config.yaml,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/summary.json,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/evaluation/aspanformer_threshold_analysis.json,0.244,0.674,0.6090225563909775,0.972,0.868304,0.972,0.624,0.028,0.376,500,250,250,0.5618633903677827
hand_11khands_500_masked_all_matchers_fingervein,All matchers fingervien version 500 hands 11khands with masking and matched side and palmar/dorsal,deepdetect,deepdetect,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/config.yaml,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/summary.json,bioverify/results/hand_11khands_500_masked_all_matchers_fingervein/evaluation/deepdetect_threshold_analysis.json,0.2,0.658,0.5975308641975309,0.968,0.8781920000000001,0.968,0.652,0.032,0.348,500,250,250,0.6192690002872915
hand_11khands_500_masked_crop_all_matchers_fingervein,"All matchers fingervien version 500 hands 11khands with masking, crop and matched side and palmar/dorsal",loftr,loftr,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/evaluation/loftr_threshold_analysis.json,0.04,0.876,1.0,0.752,0.9874959999999999,0.752,0.0,0.248,1.0,500,250,250,0.3900213476186074
hand_11khands_500_masked_crop_all_matchers_fingervein,"All matchers fingervien version 500 hands 11khands with masking, crop and matched side and palmar/dorsal",orb,orb-fingervein,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/evaluation/orb-fingervein_threshold_analysis.json,0.084,0.832,0.9940476190476191,0.668,0.9681119999999998,0.668,0.004,0.332,0.996,500,250,250,0.3125581500794112
hand_11khands_500_masked_crop_all_matchers_fingervein,"All matchers fingervien version 500 hands 11khands with masking, crop and matched side and palmar/dorsal",sift,sift-fingervein,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/evaluation/sift-fingervein_threshold_analysis.json,0.072,0.862,0.9689119170984456,0.748,0.972496,0.748,0.024,0.252,0.976,500,250,250,0.33777076858488786
hand_11khands_500_masked_crop_all_matchers_fingervein,"All matchers fingervien version 500 hands 11khands with masking, crop and matched side and palmar/dorsal",superglue,superglue-fingervein,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/evaluation/superglue-fingervein_threshold_analysis.json,0.204,0.544,0.5230125523012552,1.0,0.8481920000000001,1.0,0.912,0.0,0.088,500,250,250,0.30763329766440906
hand_11khands_500_masked_crop_all_matchers_fingervein,"All matchers fingervien version 500 hands 11khands with masking, crop and matched side and palmar/dorsal",sgmnet,sgmnet-fingervein,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/evaluation/sgmnet-fingervein_threshold_analysis.json,0.02,0.974,0.991701244813278,0.956,0.9950079999999998,0.956,0.008,0.044,0.992,500,250,250,0.2579064398726204
hand_11khands_500_masked_crop_all_matchers_fingervein,"All matchers fingervien version 500 hands 11khands with masking, crop and matched side and palmar/dorsal",aspanformer,aspanformer,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/evaluation/aspanformer_threshold_analysis.json,0.116,0.862,0.8175438596491228,0.932,0.9468239999999999,0.932,0.208,0.068,0.792,500,250,250,0.48468457056207087
hand_11khands_500_masked_crop_all_matchers_fingervein,"All matchers fingervien version 500 hands 11khands with masking, crop and matched side and palmar/dorsal",deepdetect,deepdetect,hand,11khands,bioverify/data/pairs/pairs_hand_11khands_500.csv,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/hand_11khands_500_masked_crop_all_matchers_fingervein/evaluation/deepdetect_threshold_analysis.json,0.208,0.642,0.5863746958637469,0.964,0.883816,0.964,0.68,0.036,0.32,500,250,250,0.549413474161637
iris_amf_500_all_matchers,All matchers 500 Iris AMF masked,loftr,loftr,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_all_matchers/config.yaml,bioverify/results/iris_amf_500_all_matchers/summary.json,bioverify/results/iris_amf_500_all_matchers/evaluation/loftr_threshold_analysis.json,0.008,0.974,0.9575289575289575,0.992,0.999344,0.992,0.044,0.008,0.956,500,250,250,0.5629763216872042
iris_amf_500_all_matchers,All matchers 500 Iris AMF masked,orb,orb,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_all_matchers/config.yaml,bioverify/results/iris_amf_500_all_matchers/summary.json,bioverify/results/iris_amf_500_all_matchers/evaluation/orb_threshold_analysis.json,0.252,0.746,0.984251968503937,0.5,0.750576,0.5,0.008,0.5,0.992,500,250,250,0.2086873329114215
iris_amf_500_all_matchers,All matchers 500 Iris AMF masked,sift,sift,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_all_matchers/config.yaml,bioverify/results/iris_amf_500_all_matchers/summary.json,bioverify/results/iris_amf_500_all_matchers/evaluation/sift_threshold_analysis.json,0.118,0.882,0.9751243781094527,0.784,0.8812480000000001,0.784,0.02,0.216,0.98,500,250,250,0.32476372700715106
iris_amf_500_all_matchers,All matchers 500 Iris AMF masked,superglue,superglue,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_all_matchers/config.yaml,bioverify/results/iris_amf_500_all_matchers/summary.json,bioverify/results/iris_amf_500_all_matchers/evaluation/superglue_threshold_analysis.json,0.328,0.724,0.6458333333333334,0.992,0.70336,0.992,0.544,0.008,0.456,500,250,250,0.5156488821233416
iris_amf_500_all_matchers,All matchers 500 Iris AMF masked,sgmnet,sgmnet,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_all_matchers/config.yaml,bioverify/results/iris_amf_500_all_matchers/summary.json,bioverify/results/iris_amf_500_all_matchers/evaluation/sgmnet_threshold_analysis.json,0.048,0.948,0.9148148148148149,0.988,0.9894799999999999,0.988,0.092,0.012,0.908,500,250,250,0.48390315660997973
iris_amf_500_all_matchers,All matchers 500 Iris AMF masked,aspanformer,aspanformer,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_all_matchers/config.yaml,bioverify/results/iris_amf_500_all_matchers/summary.json,bioverify/results/iris_amf_500_all_matchers/evaluation/aspanformer_threshold_analysis.json,0.144,0.512,0.5060728744939271,1.0,0.920032,1.0,0.976,0.0,0.024,500,250,250,0.7489959597572351
iris_amf_500_all_matchers,All matchers 500 Iris AMF masked,deepdetect,deepdetect,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_all_matchers/config.yaml,bioverify/results/iris_amf_500_all_matchers/summary.json,bioverify/results/iris_amf_500_all_matchers/evaluation/deepdetect_threshold_analysis.json,0.34199999999999997,0.724,0.6443298969072165,1.0,0.6512,1.0,0.552,0.0,0.448,500,250,250,0.7488282146636802
iris_amf_500_masked_crop_all_matchers,"All matchers 500 Iris AMF masked, cropped",loftr,loftr,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_masked_crop_all_matchers/config.yaml,bioverify/results/iris_amf_500_masked_crop_all_matchers/summary.json,bioverify/results/iris_amf_500_masked_crop_all_matchers/evaluation/loftr_threshold_analysis.json,0.008,0.984,0.9959016393442623,0.972,0.99824,0.972,0.004,0.028,0.996,500,250,250,0.45751934879064204
iris_amf_500_masked_crop_all_matchers,"All matchers 500 Iris AMF masked, cropped",orb,orb,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_masked_crop_all_matchers/config.yaml,bioverify/results/iris_amf_500_masked_crop_all_matchers/summary.json,bioverify/results/iris_amf_500_masked_crop_all_matchers/evaluation/orb_threshold_analysis.json,0.318,0.674,0.8990825688073395,0.392,0.687152,0.392,0.044,0.608,0.956,500,250,250,0.16886003035980712
